SMILES,log10_KM
C[S+](CC[C@H](N)C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,-3.552841968657781
CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,-2.853871964321762
N[C@@H](CCS)C(=O)O,0.6201360549737575
Nc1nc2c(c(=O)[nH]1)N1CN(c3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)C[C@H]1CN2,-1.5228787452803376
C[N+](C)(C)CC(=O)CC(=O)O,0.1086078063342482
OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,0.3222192947339193
OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,1.2600713879850747
O=C(O)Cc1c[nH]c2ccccc12,-1.8860566476931633
O=C1C[C@@](O)(C(=O)O)C[C@@H](O)[C@@H]1O,0.08586117378845035
N[C@@H](Cc1c[nH]cn1)C(=O)O,-0.13076828026902382
N=C(N)NCCC[C@H](N)C(=O)O,-0.3010299956639812
O=C(O)CCC(=O)C(=O)O,0.2304489213782739
OCC1(O)OC[C@@H](O)[C@@H]1O,0.8920946026904804
NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,0.3010299956639812
O=P(O)(O)OC[C@H]1OC(O)(CO)[C@@H](O)[C@@H]1O,-2.0177287669604316
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,-0.2924298239020636
NCCCC[C@H](N)C(=O)O,0.3010299956639812
NC1(C(=O)O)CC1,0.25527250510330607
O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,-1.0186344909214555
N[C@@H](CS)C(=O)O,-2.1426675035687315
C=C(C)CCOP(=O)(O)OP(=O)(O)O,-1.3979400086720375
N[C@@H](CCC(=O)O)C(=O)O,0.3654879848908996
NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,-1.853871964321762
O=C(O)CC(=O)C(=O)O,0.07918124604762482
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,-0.958607314841775
NC(=O)CC[C@H](N)C(=O)O,0.2041199826559248
C[C@H](OP(=O)(O)OC[C@@H](O)[C@@H](O)[C@@H](O)Cn1c2nc(=O)[nH]c(=O)c-2cc2ccc(O)cc21)C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O,-2.9208187539523753
C=C[C@]1(C)CC[C@@H]2C(=C[C@H]3OC(=O)[C@]4(C)[C@H]3[C@]2(C)CC[C@@H]4O)C1,-0.37236374744834694
CC(=O)C(=O)O,-0.12981865525287806
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,0.37291200297010657
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,-0.1719849357760231
CC(=O)N[C@H]1C(O)O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O[C@H](C)C(=O)O,0.07918124604762482
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O,-1.6443730585329812
*C(=O)N[C@@H](COP(=O)(O)OCC[N+](C)(C)C)[C@H](O)/C=C/CCCCCCCCCCCCC,-0.6572391933241065
Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O,-0.25811695541594326
[N-]=[N+]=O,-1.7189666327522726
NC(=O)NCCC(=O)O,-0.8326826652518239
O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,-0.3565473235138126
OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,0.09691001300805642
O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,-0.958607314841775
N,1.1139433523068367
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,-0.7644715530924511
O=C(O)Cc1ccc(O)c(O)c1,-1.785187136844054
CC(=O)OC[C@H](N)C(=O)O,0.9542425094393249
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-3.0
O=C(CO)[C@@H](O)[C@H](O)COP(=O)(O)O,-0.7880904540172979
CCC(=O)O,1.801403710017355
CSC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,-1.6382721639824072
O=C(O)c1ccc(O)c(O)c1,-1.2170760906632412
C=C(OP(=O)(O)O)C(=O)O,-1.1079053973095196
NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,-0.8860566476931632
CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O,-3.595166283380062
CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@@](C)(O)CC(=O)O,-1.274905478918531
O=[PH](O)O,-0.3233063903751334
NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,-1.3716110699496884
C[S+](CC[C@H](N)C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,-2.0
OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,1.7323937598229686
OC[C@H]1O[C@H](OC[C@H]2OC(O)(CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,1.4771212547196624
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,0.6094661020576326
CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,-0.842253861976119
O=c1[nH]cnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,-0.5867002359187482
O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)[nH]1,0.5797835966168101
O=C=O,0.48424147427696757
O=C(O)c1ccc(O)cc1,-2.1426675035687315
O=C(O)[C@H](O)COP(=O)(O)O,-0.5199930570428494
O=P(O)(O)OP(=O)(O)O,-0.6020599913279624
N[C@@H](CS)C(=O)O,-0.09623248596557336
O=C1C[C@@](O)(C(=O)O)C[C@@H](O)[C@@H]1O,-0.20950372303289047
O=O,-0.5193323730347943
OC[C@H]1O[C@H](OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O,1.2278867046136734
O=O,-0.4089353929735008
CC(=O)O,1.5854607295085006
CC(=O)C(O)COP(=O)(O)O,-1.1739251972991736
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,-1.1904533346866286
[C-]#N,1.146128035678238
Nc1nc2c(c(=O)[nH]1)N1CN(c3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)C[C@H]1CN2,-1.805222925210823
N,2.5185139398778875
CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,-0.6832657722102068
O=C=O,1.1405080430381795
OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](CO)OC(O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,-0.3187587626244128
CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O,-2.721246399047171
O=P(O)(O)OC[C@H]1OC(O)(COP(=O)(O)O)[C@@H](O)[C@@H]1O,0.3010299956639812
NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,-2.469651079823194
*C(=O)OCC(COP(=O)(O)O[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O)OC(*)=O,0.0
O=O,-0.43143408014297485
CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O,-2.5850266520291822
O=C[C@@H](O)CO,0.07918124604762482
NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,-1.53863727100337
O=C(O)C[C@H](NC(=O)Cc1c[nH]c2ccccc12)C(=O)O,1.130333768495006
Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1,-1.3010299956639813
COc1cc(/C=C/C(=O)O)ccc1O,0.37291200297010657
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,0.4913616938342727
CC[C@H]1OC(=O)/C=C/[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](C)C[C@@H](C)C(=O)/C=C/C=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](O)[C@H]1O,-1.578396073130169
O=C=O,-1.5150474876230362
COc1cc(/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2OP(=O)(O)O)cc(O)c1O,-1.00436480540245
O=P(O)(O)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0.33243845991560533
O=P(O)(O)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,-1.5868876944252759
N[C@H](CC(=O)O)C(=O)O,0.8214466992632983
Oc1ccc(Cl)cc1O,-3.3010299956639813
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,-2.1462149119510316
CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,-1.5618477700791404
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,-0.8239087409443188
O=CC(=O)O,-0.5831801999139085
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,-2.332170773855349
OC[C@H]1O[C@H](O[C@H]2C(O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,0.43933269383026263
Nc1ccccc1O,-2.408806941481467
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,-0.431798275933005
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,-3.0969100130080562
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,-0.6078411620654625
O=C=O,-1.7958800173440752
O=C(O)CC(=O)C(=O)O,-0.9871627752948278
O=C(O)CCO,0.7299742856995556
O=C(O)c1ccc(O)cc1,-1.6575773191777938
O=P(O)(O)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,1.4771212547196624
N[C@@H](Cc1ccc(O)cc1)C(=O)O,0.2787536009528289
NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,-1.3187587626244128
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,-0.638272163982407
O=C(O)C1=C[C@@H](OP(=O)(O)O)[C@@H](O)[C@H](O)C1,-1.1095531437310981
CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,-2.0969100130080562
C=C[C@]1(C)CO1,-0.5228787452803376
O=C=O,-1.6839834232689208
NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,-0.769551078621726
CC(C)C(=O)C(=O)O,-0.744727494896694
O=C(O)C1=C[C@@H](O)[C@@H](O)[C@H](O)C1,-0.7495799976911061
Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O,-2.3050007142695916
CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,-1.8860566476931633
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,0.5044150157650592
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,-1.0409586076789064
O=P(O)(O)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,1.5185139398778875
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,-0.4089353929735008
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,-3.0457574905606752
OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,0.12710479836480765
C=C(OP(=O)(O)O)C(=O)O,-1.5563935111680545
C=C(OP(=O)(O)O)C(=O)O,-0.5228787452803376
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O,-2.2291479883578558
C[C@@](O)(CCO)CC(=O)O,-0.4789927475913961
NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,0.25527250510330607
CC1=N[C@H](C(=O)O)CCN1,0.9912260756924949
NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,-1.7958800173440752
O=C(O)C[C@H](O)C(=O)O,0.2787536009528289
COc1cc(/C=C/C=O)cc(OC)c1O,-2.5528419686577806
CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O,-2.1079053973095196
N=C(N)NCCC[C@H](N)C(=O)O,0.5314789170422551
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,0.4623979978989561
CCCCCCCC/C=C\CCCCCCCC(=O)O,-0.46852108295774486
O=P(O)(O)OC[C@H](O)CO,0.6020599913279624
O=C(O)[C@@H](O)[C@H](O)CO,-0.5376020021010439
O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,-3.3726341434072675
C=C(OP(=O)(O)O)C(=O)O,-0.1824346304402192
CCO,1.6434526764861874
O=P(O)(O)O,1.0656488982988117
NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,-2.154901959985743
NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,-0.6989700043360187
O=P(O)(O)OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,0.6020599913279624
NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,-0.7958800173440752
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H]([n+]3cccc(C(=O)O)c3)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O,-0.44732953444762913
NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,-2.0
O=C(O)c1ccc(O)c(O)c1,-1.2596373105057561
O=P(O)(O)O[C@H]1[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1OP(=O)(O)O,-0.6861327796308466
O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21,-3.7551051056920035
O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,-0.9706162223147904
N[C@@H](Cc1ccc(O)cc1)C(=O)O,0.36172783601759284
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,-2.7453987388344485
CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,-0.6108339156354675
O=CO,0.6232492903979004
O=C(O)[C@H](O)COP(=O)(O)O,-0.8239087409443188
NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,-1.6777807052660807
NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,-0.6435247828856286
S,-0.9208187539523752
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,0.11394335230683679
Oc1ccc(Cl)cc1O,-1.5088643834802158
NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,-4.920818753952375
NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,-3.3979400086720375
Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)[C@H]2O,-1.7218487496163561
O=C(O)C(=O)C[C@]1(C(=O)O)C=C[C@@H](O)C=C1,-0.11642206695890978
[Fe+2],-1.5528419686577808
OO,2.103803720955957
C[C@@H]1Nc2nc(N)[nH]c(=O)c2N2C=[N+](c3ccc(C[C@H](O)[C@H](O)[C@H](O)CO[C@H]4O[C@H](COP(=O)(O)O[C@@H](CCC(=O)O)C(=O)O)[C@@H](O)[C@H]4O)cc3)[C@H](C)[C@@H]12,-1.3010299956639813
C=C(C)CCOP(=O)(O)OP(=O)(O)O,-2.0969100130080562
O=C1C[C@@H](C(=O)O)NC(=O)N1,-1.3538719643217618
CC[C@H](C)[C@H](N)C(=O)O,0.5145477526602861
C[C@H](N)C(=O)O,1.0413926851582251
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,-2.809894379144197
NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,-1.6989700043360187
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,0.11394335230683679
NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,-1.3419886033428876
N[C@@H](CC(=O)O)C(=O)O,0.43933269383026263
C[C@H](O)C(=O)O,1.662757831681574
C[C@@H](O)[C@H](N)C(=O)O,0.8493747734842861
CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,-1.7695510786217261
COc1cc(/C=C/C(=O)O)ccc1O,-0.5863692327971771
Cc1ncc(CO)c(CN)c1O,-1.1777807052660807
CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O,-2.958607314841775
CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,-0.3964916677259549
OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,-0.46590706912691915
Nc1cc[nH]c(=O)n1,0.06818586174616162
CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O,-2.5228787452803374
Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O,-0.29123597456997097
CC(=O)Oc1ccccc1,0.8730297146440338
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O,0.0965622991772308
NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,-0.7375489102695706
OC[C@@H](O)C(O)[C@H](O)CO,0.6532125137753437
OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,1.4471580313422192
NCC[C@H](N)C(=O)O,-0.494850021680094
O=P(O)(O)O[C@H]1[C@H](O)[C@@H](O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]1O,-0.6989700043360187
O=C(O)C1=N[C@H](C(=O)O)C[C@H](O)C1,-1.478318860989435
O=C(O)[C@@H](COP(=O)(O)O)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,-0.38721614328026455
NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,0.04139268515822508
C[S+](CC[C@H](N)C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,-0.9208187539523752
O=P(O)(O)O[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O,-0.638272163982407
O=C[C@H](O)COP(=O)(O)O,-0.8153085691824012
OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,1.0662259063645019
CC(C)=CCOP(=O)(O)OP(=O)(O)O,-0.7520267336381934
CC(=O)O,-1.136677139879544
Nc1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)n1,-1.9820256164838082
O=C(O)CC1(C(=O)O)C=CC(=O)O1,-0.494850021680094
O=C(O)c1ccccc1NCC(=O)[C@H](O)[C@H](O)COP(=O)(O)O,-1.2596373105057561
NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,-1.6020599913279623
O=P(O)(O)OP(=O)(O)O,-1.102407705158788
O=C(O)[C@@H](CO)OP(=O)(O)O,-0.958607314841775
Oc1ccccc1O,-1.009927665307847
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O,-0.4814860601221125
COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,-1.8302609129045229
NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,-0.5686362358410126
